Uniprot_ID,Total_Protein_Domain_Count,Total_Protein_Repeat_Count
Q13813,4,20
P11277,2,17
Q01082,3,17
O15020,3,17
Q9H254,3,14
O15269,0,0
O15270,0,0
Q969W0,0,0
Q9Y6N5,0,0
Q13501,2,0
P12931,3,0
Q6ZRS2,3,0
P31213,0,0
Q9H8P0,0,0
P36956,1,0
O43295,3,0
P09132,0,0
P61011,0,0
O76094,0,5
Q9UPE1,1,0
P08240,0,0
Q9UQ35,0,0
Q07955,2,0
Q15532,0,2
O75177,0,0
Q04837,1,0
Q9UNL2,0,0
P51571,0,0
Q16384,1,0
Q9Y5Y6,8,0
Q11203,0,0
Q9UNP4,0,0
Q9NY15,26,0
Q96MF2,2,0
Q8WVM7,1,0
Q8N3U4,1,0
Q9UJ98,1,0
O95630,1,0
P49675,1,0
Q9NQZ5,1,0
P42224,1,0
P52630,1,0
P40763,1,0
Q14765,1,0
P51692,1,0
P42226,1,0
Q658P3,1,0
Q15468,0,0
Q13586,3,0
Q86WV6,0,0
Q15831,1,0
Q9NRP7,1,0
Q13043,2,0
Q8NE28,1,0
Q9H668,0,0
Q6ZVD7,0,0
Q9BX79,0,0
Q7RTN6,1,0
Q7RTU9,0,0
P08842,0,0
P46977,0,0
Q8TCJ2,0,0
Q9UNE7,1,3
O75558,1,0
O14662,1,0
Q16623,1,0
P61266,1,0
Q13277,1,0
Q12846,1,0
Q13190,1,0
P61764,0,0
Q15833,0,0
O00186,0,0
Q9P2R7,1,0
P53597,0,0
Q9UBS9,1,0
Q9UMX1,0,0
Q9HAC7,0,0
O00204,0,0
Q8NBK3,0,0
Q8TC36,1,0
P51687,1,0
Q9Y5B9,0,0
O94864,0,0
Q8IYB8,2,0
Q15526,0,0
Q15022,0,0
Q7L0J3,0,0
Q8N300,0,0
O95425,1,5
Q9BX26,0,0
Q5T4T6,0,0
Q8IZU3,0,0
P43405,3,0
P17600,0,0
O60506,3,11
Q8NF91,3,74
Q8WXH0,3,56
Q8N205,1,0
Q96PV0,3,0
O43426,2,3
P08247,1,0
P21579,2,0
Q8N9I0,2,0
Q5T011,0,0
Q9NYJ8,1,0
Q9UHF0,0,0
Q9BSH4,0,0
P29371,0,0
P09758,1,0
P21675,4,0
Q15543,1,0
Q92804,1,21
Q15573,0,0
Q15572,0,0
Q6P1X5,0,0
O00268,1,0
P49848,0,0
Q7Z7C8,1,0
Q16635,0,0
P17542,1,0
Q16559,1,0
P37837,0,0
Q96BW9,0,0
Q9HCD6,0,14
Q6ICL3,0,0
Q7L7X3,1,0
Q9UL54,1,0
Q03518,2,0
Q03519,2,0
O15533,1,0
Q6NXT6,0,0
Q13148,2,0
P26639,1,0
Q9BW92,1,0
Q9H6P5,0,0
P17735,0,0
O14907,1,0
Q96M53,0,0
Q86TI0,2,0
Q96BZ9,1,0
Q9NUY8,2,0
Q9ULP9,2,0
Q9UPU7,2,0
Q96NH3,1,0
Q0IIM8,4,0
Q99426,1,0
Q9BTW9,0,3
Q15813,2,7
Q8TEA7,3,0
Q9UHD2,2,0
O60907,2,8
Q9BZK7,2,8
P20226,0,2
Q16650,0,0
O43435,0,0
Q96SF7,0,0
O95935,0,0
O60806,0,0
Q13207,0,0
Q9UMR3,0,0
Q9UL17,0,0
Q9Y458,0,0
O15119,0,0
P57082,0,0
Q99593,0,0
O95947,0,0
P21731,0,0
P24557,0,0
O15178,0,0
O15273,0,0
Q15170,0,0
Q99081,1,0
Q9UGU0,0,0
P15923,1,0
P15884,1,0
Q9HCS4,0,0
Q9NQB0,0,0
Q13488,0,0
P56279,0,0
O95988,0,0
P20062,0,0
Q13428,1,0
P17987,0,0
Q2MV58,0,0
Q96GX1,0,0
Q6NUS6,0,0
Q9NUW8,0,0
O95551,0,0
Q8NHU6,5,0
P28347,0,0
O15040,0,13
Q9NZ01,0,0
Q5HYJ1,0,0
O75443,10,0
Q96QE5,0,0
Q02763,9,0
Q9BXF9,0,0
Q9Y4R8,0,0
Q9P273,9,28
Q6N022,9,28
Q96IP4,0,4
Q9NYB0,2,0
O14746,1,0
Q6N021,0,0
O43151,0,0
Q8IYF3,0,0
Q8IWB6,1,3
Q9BXT5,0,0
P02787,2,0
Q00059,0,0
P05549,0,0
Q92481,0,0
P19532,1,0
Q92734,1,0
P10646,3,0
Q9UP52,0,0
P02786,1,0
P01266,11,8
O95455,0,0
P01137,0,0
P61812,0,0
P10600,0,0
Q15582,5,0
P36897,2,0
P37173,1,0
Q15583,0,0
P22735,0,0
O43548,0,0
O95932,0,0
P07101,0,0
Q9NVV9,0,0
Q96EK4,0,0
P07204,7,0
P35442,8,8
Q9NWX6,0,0
Q96FV9,1,0
Q8NI27,0,0
Q86W42,0,7
P40225,0,0
P10827,1,0
P10828,1,0
Q9NS62,1,0
Q6ZMP0,7,0
Q9NXG2,1,0
P31483,3,0
Q13009,5,0
Q8IUC6,1,0
P35590,9,0
Q9Y584,0,0
Q3ZCQ8,1,0
O60220,0,0
Q9NPL8,0,0
P35625,1,0
Q9BSI4,0,0
P58753,1,0
Q9UDY2,5,0
O00142,0,0
Q3LXA3,2,0
P29401,0,0
Q71RH2,1,0
Q9H808,0,7
Q86UE8,1,0
O43897,8,0
O15455,3,22
O00206,2,18
Q9NYK1,1,27
Q9NR97,2,23
Q9BRN9,1,0
Q8TDI8,0,0
Q7Z403,0,0
Q8IU68,0,0
Q9UM00,0,0
Q8IYR6,3,0
Q9NUM4,0,0
Q6UX40,0,0
Q9H061,0,0
Q8IUX1,0,0
O75204,0,0
Q6IEE7,0,0
Q9NPI0,0,0
Q9BVK8,0,0
Q8N4L1,0,0
Q8TC26,0,0
Q9HC07,0,0
Q8TBQ9,0,0
Q8N511,0,0
Q9P0N5,0,0
A2RU14,0,0
Q9H0R3,0,0
Q9H6L2,0,0
Q96Q45,0,0
Q5SV17,0,0
Q9NX78,0,0
Q9NVV0,0,0
Q9BTV4,0,0
Q6P2H8,0,0
O94886,0,0
Q5T3F8,0,0
Q9P1W3,0,0
Q6PI78,0,0
Q5HYA8,0,0
Q9BUB7,0,0
Q12767,0,0
Q9Y2Y6,0,0
Q8NEW7,0,0
Q9NVH6,0,0
P98073,8,0
O15393,3,0
P57727,3,0
Q8IU80,7,0
Q8N394,0,9
Q6ZXV5,0,9
Q9Y320,1,0
Q96JJ7,1,0
P24821,31,0
P01375,1,0
P21580,1,0
O14763,1,4
Q9Y6Q6,0,4
O00300,2,4
O14836,0,2
Q96RJ3,0,1
P19438,1,4
P43489,0,4
Q07011,0,4
P50591,1,0
O14788,1,0
O43508,1,0
Q9UKE5,2,0
Q07912,4,0
P63316,4,0
P02585,4,0
P19237,0,0
P48788,0,0
P19429,0,0
Q59H18,1,10
P13805,0,0
P45379,0,0
P45378,0,0
O14787,1,20
Q9Y5L0,0,0
Q92752,15,0
Q9UPQ9,1,0
Q63HR2,4,0
P22105,50,0
Q96GM8,0,0
Q9Y4F4,0,13
Q9P0U1,0,0
O94826,0,10
Q96HA7,0,18
P11387,1,0
P11388,2,0
Q02880,2,0
Q13472,2,0
Q8N6T0,0,0
Q9NS56,0,0
O14656,0,0
Q5JTV8,0,0
P04637,0,0
Q96S44,1,0
Q9H3D4,1,0
O15350,1,0
P60174,0,0
Q9H3S4,0,0
P09493,0,0
P07951,0,0
P06753,0,0
P67936,0,0
P07202,2,0
O14773,1,0
P29144,1,0
Q9Y3C4,0,0
Q4KMQ1,0,0
Q15661,1,0
P62995,1,0
Q13114,1,0
Q8TDR0,0,0
O43734,1,0
Q6Q0C0,0,7
Q9BWF2,0,0
Q9UPV9,1,0
Q12931,0,0
P48553,0,0
Q7Z392,0,0
Q8WVT3,0,4
P0DI81,0,0
Q9UL33,0,0
Q9Y296,0,0
Q86SZ2,0,0
Q96Q05,0,0
Q13061,0,0
O43280,0,0
Q9NZC2,1,0
Q9NSU2,0,0
P20396,0,0
P34981,0,0
Q9C040,0,7
Q8IYM9,1,0
Q13263,1,0
Q13049,0,5
O94972,1,0
Q969Q1,1,0
Q2Q1W2,0,7
Q9BZR9,0,0
O75962,9,4
Q9H2D6,1,0
Q15643,1,0
Q14669,2,0
Q15645,0,0
Q15650,1,0
Q9H3H1,0,0
Q9NXH9,1,0
Q8TBZ6,1,0
Q7L0Y3,1,0
Q32P41,0,0
O75648,0,0
Q96Q11,0,0
O75762,0,16
Q9UL62,0,4
Q9Y210,0,4
Q7Z4N2,0,0
Q9HCF6,0,0
Q8TD43,0,0
Q9BX84,1,0
Q96QT4,1,0
Q9UHF7,0,0
Q8NET8,0,7
Q9HBA0,0,3
Q9H1D0,0,6
Q9Y4A5,3,0
Q92574,0,0
P49815,1,0
Q8WW01,0,0
Q8NCE0,0,0
Q9BSV6,0,0
Q7Z6J9,0,0
P43897,0,0
P01222,0,0
P16473,0,7
Q6ZSZ6,0,0
Q63HK5,0,0
O95859,0,0
P41732,0,0
Q8WU66,1,7
O95153,6,0
Q9H0U9,0,0
Q969E8,0,0
Q6IQ55,1,0
Q9H892,0,3
Q6DKK2,0,5
Q8NDW8,0,19
Q7Z4L5,0,19
Q8NA56,0,7
Q8N0Z6,0,6
Q9ULT0,0,9
Q8TAM2,0,8
O43156,0,0
Q6NXR4,0,0
Q6EMB2,1,0
Q8WZ42,285,38
P49638,1,0
P02766,0,0
P50607,0,0
Q71U36,0,0
Q9BQE3,0,0
P0DPH8,0,0
P68366,0,0
Q9NY65,0,0
P07437,0,0
Q9H4B7,0,0
Q13885,0,0
Q9BVA1,0,0
Q13509,0,0
P04350,0,0
P68371,0,0
Q3ZCM7,0,0
P23258,0,0
Q9BSJ2,0,0
Q9UGJ1,0,0
Q96RT7,0,9
P49411,1,0
Q9NNX1,0,0
O00294,0,0
O75386,0,0
Q13454,1,0
Q15672,1,0
Q8WVJ9,1,0
Q96RR1,1,0
Q99757,1,0
Q96J42,1,0
P83876,0,0
Q16881,1,0
P29597,4,0
P19971,0,4
P14679,0,0
O43914,1,0
P17643,0,0
P26368,3,0
P22314,0,2
Q9UBT2,0,0
Q9GZZ9,0,0
Q9NZ09,3,0
F5GYI3,1,0
Q14157,1,0
P49459,1,0
Q9NPD8,1,0
Q05086,1,0
Q7Z3V4,2,0
Q15386,2,0
Q14139,1,0
Q9Y5Z9,0,0
Q9UHD9,6,12
Q8IWV7,0,0
O95071,3,0
Q8N806,0,0
P17480,0,0
P09936,1,0
P55851,0,3
Q9Y3C8,0,0
P61960,0,0
Q9NUQ7,0,0
O60701,0,0
Q9NYU2,0,0
Q16851,0,0
P22309,0,0
P07911,5,0
P11172,0,0
Q13432,0,0
Q9UPW8,5,0
Q70J99,4,0
Q9H3U1,0,3
Q8IWX7,0,6
Q8N2C7,0,0
Q9H1C4,0,0
P13051,0,0
Q9UBR1,1,0
Q92900,1,0
Q9BZI7,0,0
Q9BRT2,0,0
Q6UW78,0,0
P14927,0,0
P31930,0,0
P22695,0,0
P47985,1,0
P07919,0,0
O14949,0,0
Q96N76,0,0
P06132,0,0
P10746,0,0
Q9BQ65,0,0
Q9Y6N9,3,0
Q495M9,1,3
O75445,47,0
P54578,2,0
Q9UMW8,1,0
Q9BXU7,1,0
A6NNY8,1,0
Q70EL2,1,0
Q86UV5,5,0
Q70EK8,1,0
Q93009,2,0
P40818,3,0
Q93008,1,0
Q2YD98,0,0
Q08AM6,0,6
P23763,1,0
P63027,1,0
Q8TAA9,0,0
Q9ULK5,0,0
O95292,1,0
P26640,1,0
Q5ST30,0,0
Q5SQQ9,0,0
P13611,7,0
P18206,0,3
P55072,0,0
P11473,1,0
P49767,0,4
P40337,0,8
P08670,1,0
Q9H9C1,0,0
Q9BQB6,0,0
P98155,11,6
Q3ZAQ7,0,0
Q9H270,0,2
Q96RL7,2,10
Q7Z7G8,2,0
Q709C8,2,0
Q5THJ4,3,0
Q9H269,0,0
Q96AX1,0,0
Q9H267,0,0
Q96QK1,0,0
Q7Z3J2,0,0
Q8NEZ2,1,0
P49754,0,1
Q9NRW7,0,0
Q9UN37,1,0
Q96JG6,0,0
Q9UID3,0,0
Q5VIR6,0,0
Q99986,1,0
Q9NZR4,1,0
P58304,1,0
Q6PCB0,3,0
A3KMH1,1,0
P04275,15,0
Q9BTA9,1,0
P23381,1,0
Q9UGM6,0,0
P42768,3,2
Q92558,1,0
Q2M389,0,0
Q12768,0,0
Q9Y2W2,0,0
Q969T9,1,0
O75554,2,0
Q8IZQ1,2,5
O95876,0,2
O75083,0,13
Q9BZH6,0,9
Q8NEZ3,0,12
Q9H7D7,2,6
Q9P2L0,0,6
Q8NI36,0,14
Q9Y2I8,0,7
P57081,0,7
Q5JSH3,0,7
Q9Y484,0,7
Q5MNZ6,0,7
O94967,2,7
Q8TAF3,0,8
P61964,0,7
O43379,0,15
Q3MJ13,0,8
Q6P4I2,0,6
Q562E7,1,7
Q9Y284,0,0
P0C1S8,1,0
Q14508,2,0
O76024,0,0
Q9P202,3,0
O43516,1,3
Q9Y4P8,0,7
Q5T9L3,0,0
Q9H4A3,1,0
Q9BYP7,1,0
Q96J92,1,0
P04628,0,0
Q9GZT5,0,0
O00744,0,0
O96014,0,0
Q93097,0,0
P56703,0,0
P56705,0,0
P41221,0,0
O00755,0,0
P56706,0,0
O14905,0,0
Q9BUR4,0,6
Q14191,4,2
P19544,0,0
Q9NZC7,2,0
P47989,2,0
P98170,0,3
P51811,0,0
P23025,0,0
Q01831,0,0
Q9NQH7,0,0
Q9UBH6,2,0
P18887,2,0
O43543,0,0
Q13426,0,0
Q86Y38,0,0
Q9H1B5,0,0
P46937,2,0
P54577,1,0
Q9Y2Z4,0,0
Q5BJH7,0,0
Q969M3,0,0
Q96TA2,0,0
Q86U90,1,0
P62258,0,0
P61981,0,0
P25490,0,0
Q9H869,0,0
P43403,3,0
O95625,1,0
Q05516,1,0
Q99592,1,0
Q9HC78,1,0
O43167,1,0
Q9UFB7,1,0
O95365,1,0
Q6PJT7,0,0
Q9NQZ6,0,0
Q6NZY4,0,0
Q9Y397,1,0
P37275,0,0
O60315,0,0
Q15911,0,0
Q86UP3,0,0
P47974,0,0
Q9NU63,1,0
Q8WW38,0,0
P17010,0,0
Q96K21,0,0
Q68DK2,0,0
Q15915,0,0
O95409,0,0
O60481,0,0
Q9ULJ6,0,0
O75844,0,0
Q9UBW7,0,0
Q14202,0,0
O75800,0,0
Q15326,3,0
Q9ULU4,2,0
P52746,0,0
P52747,0,0
Q9UQR1,0,0
O60281,0,0
Q9H4Z2,0,0
Q9BYN7,0,0
Q9C0G0,0,0
Q9H9D4,0,0
Q2M1K9,0,0
Q96JM2,0,0
Q96JG9,0,0
Q8TF50,0,0
Q9H582,0,0
Q96K58,0,0
Q8N1G0,0,0
Q32M78,1,0
Q9Y462,0,0
Q32MQ0,0,0
Q8N4W9,1,0
Q9P2E3,0,0
Q15649,0,0
Q9ULT6,0,0
P60852,2,0
Q05996,1,0
P21754,1,0
Q15696,1,0
Q96SZ4,1,0
Q9HCJ5,0,0
Q19AV6,0,0
